Date,BBCA.JK,BBRI.JK,BMRI.JK,TLKM.JK,ASII.JK,UNVR.JK,ICBP.JK,INDF.JK,ANTM.JK,BRPT.JK,CPIN.JK,EXCL.JK,GGRM.JK,HMSP.JK,KLBF.JK,MDKA.JK,PGAS.JK,PTBA.JK,SCMA.JK,TINS.JK,TKIM.JK,TOWR.JK,UNTR.JK,WIKA.JK,ADRO.JK,BSDE.JK,ELSA.JK,INTP.JK,JPFA.JK,SMGR.JK
2024-01-23,9058.4697265625,5022.7734375,5618.50048828125,3450.75830078125,4316.99755859375,2941.038818359375,10893.7490234375,5915.26171875,1414.9595947265625,1117.1923828125,4423.8388671875,2291.34912109375,18974.931640625,731.918701171875,1488.5062255859375,2630.0,913.3421020507812,1947.8447265625,133.8853759765625,579.5303344726562,6477.0419921875,917.6871337890625,19348.03515625,240.0,1923.166015625,1025.0,346.5493469238281,8520.4619140625,994.9429321289062,5650.3095703125
2024-01-24,8987.701171875,4978.7138671875,5532.0625,3468.230224609375,4274.88037109375,2959.53564453125,10917.6923828125,5961.474609375,1349.0452880859375,1077.292724609375,4472.4521484375,2215.913818359375,19140.548828125,744.5380249023438,1526.7957763671875,2710.0,921.5335083007812,1924.838623046875,134.73275756835938,560.683837890625,6477.0419921875,917.6871337890625,19220.1875,240.0,1914.9822998046875,1030.0,339.6528625488281,8685.2216796875,981.124267578125,5697.59228515625
2024-01-25,8964.111328125,4868.5654296875,5424.01416015625,3476.966552734375,4253.82177734375,2922.54150390625,10917.6923828125,5915.26171875,1366.6224365234375,1062.3302001953125,4462.7294921875,2225.34326171875,18974.931640625,744.5380249023438,1507.651123046875,2760.0,929.724853515625,1970.8505859375,134.73275756835938,555.9722290039062,6452.2255859375,874.8933715820312,19710.279296875,240.0,1931.349609375,1030.0,346.5493469238281,8567.5361328125,994.9429321289062,5815.7998046875
2024-01-26,8822.5732421875,4780.44677734375,5445.62353515625,3476.966552734375,4274.88037109375,2922.54150390625,10965.576171875,5938.3681640625,1384.19970703125,1032.405517578125,4375.22509765625,2197.054931640625,18951.2734375,727.7123413085938,1474.147705078125,2700.0,925.6292114257812,1970.8505859375,130.49588012695312,560.683837890625,6477.0419921875,870.1385498046875,19582.4296875,240.0,1947.716796875,1025.0,346.5493469238281,8685.2216796875,990.336669921875,5839.44091796875
2024-01-29,9011.291015625,4912.62451171875,5596.89111328125,3503.1748046875,4152.74072265625,2848.55322265625,10917.6923828125,5938.3681640625,1375.4110107421875,1022.4305419921875,4423.8388671875,2178.196044921875,18927.61328125,736.1251831054688,1445.4305419921875,2800.0,925.6292114257812,1970.8505859375,131.34326171875,546.5489501953125,6377.77685546875,870.1385498046875,19880.74609375,240.0,1964.084228515625,1030.0,346.5493469238281,8543.9990234375,981.124267578125,5863.08251953125
2024-01-30,9105.6494140625,4956.68408203125,5748.158203125,3494.438720703125,4295.93896484375,2894.7958984375,10750.0966796875,5915.26171875,1375.4110107421875,1012.4556274414062,4404.39306640625,2121.619384765625,18856.634765625,727.7123413085938,1445.4305419921875,2740.0,913.3421020507812,1986.1881103515625,132.1906280517578,541.8373413085938,6253.6953125,832.0996704101562,19475.884765625,240.0,1955.900634765625,1040.0,346.5493469238281,8543.9990234375,976.51806640625,5839.44091796875
2024-01-31,9011.291015625,5022.7734375,5748.158203125,3459.494140625,4316.99755859375,2867.05029296875,11276.8271484375,5892.15478515625,1362.2281494140625,1057.3428955078125,4355.77978515625,2187.62548828125,18643.69921875,736.1251831054688,1445.4305419921875,2700.0,954.299072265625,2001.525390625,130.49588012695312,541.8373413085938,6204.06298828125,846.3643188476562,19561.12109375,240.0,1964.084228515625,1035.0,346.5493469238281,8496.9248046875,976.51806640625,5863.08251953125
2024-02-01,9152.8291015625,5066.83251953125,5661.7197265625,3529.383056640625,4316.99755859375,2867.05029296875,11085.2890625,5869.04833984375,1349.0452880859375,1052.3553466796875,4316.888671875,2168.7666015625,18525.40234375,715.093017578125,1445.4305419921875,2520.0,950.2034301757812,1963.1820068359375,132.1906280517578,546.5489501953125,6104.79833984375,865.3837280273438,19433.26953125,240.0,1980.45166015625,1020.0,344.8252258300781,8402.7763671875,981.124267578125,5981.28955078125
2024-02-02,9152.8291015625,5154.95166015625,5769.76806640625,3485.702392578125,4485.46533203125,2931.7900390625,11085.2890625,5915.26171875,1340.2567138671875,1047.3677978515625,4511.34326171875,2178.196044921875,18620.0390625,727.7123413085938,1474.147705078125,2550.0,929.724853515625,1947.8447265625,133.03802490234375,532.4140625,6402.59326171875,879.6482543945312,19475.884765625,240.0,1980.45166015625,1030.0,343.1011047363281,8402.7763671875,1013.3678588867188,5981.28955078125
2024-02-05,9034.880859375,5088.8623046875,5899.42529296875,3476.966552734375,4359.1142578125,2959.53564453125,10989.51953125,5822.83544921875,1265.553955078125,1027.41796875,4589.125,2140.478271484375,18478.08203125,723.5059204101562,1478.9339599609375,2480.0,933.8206176757812,1947.8447265625,132.1906280517578,522.9907836914062,6228.87939453125,860.6288452148438,19326.7265625,240.0,1988.635498046875,1020.0,341.376953125,8379.23828125,1031.7926025390625,5934.0068359375
